Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Time Zone","TimeZoneSidKey","picklist","40","","","","Pacific/Kiritimati
Pacific/Chatham
Pacific/Auckland
Pacific/Enderbury
Pacific/Tongatapu
Asia/Kamchatka
Pacific/Fiji
Pacific/Norfolk
Australia/Lord_Howe
Australia/Sydney
Pacific/Guadalcanal
Australia/Adelaide
Australia/Brisbane
Australia/Darwin
Asia/Seoul
Asia/Tokyo
Asia/Hong_Kong
Asia/Kuala_Lumpur
Asia/Manila
Asia/Shanghai
Asia/Singapore
Asia/Taipei
Australia/Perth
Asia/Bangkok
Asia/Ho_Chi_Minh
Asia/Jakarta
Asia/Rangoon
Asia/Dhaka
Asia/Kathmandu
Asia/Colombo
Asia/Kolkata
Asia/Karachi
Asia/Tashkent
Asia/Yekaterinburg
Asia/Kabul
Asia/Baku
Asia/Dubai
Asia/Tbilisi
Asia/Yerevan
Asia/Tehran
Africa/Nairobi
Asia/Baghdad
Asia/Kuwait
Asia/Riyadh
Europe/Minsk
Europe/Moscow
Africa/Cairo
Africa/Johannesburg
Asia/Beirut
Asia/Jerusalem
Europe/Athens
Europe/Bucharest
Europe/Helsinki
Europe/Istanbul
Africa/Algiers
Europe/Amsterdam
Europe/Berlin
Europe/Brussels
Europe/Paris
Europe/Prague
Europe/Rome
Africa/Casablanca
Europe/Dublin
Europe/Lisbon
Europe/London
GMT
America/Scoresbysund
Atlantic/Azores
Atlantic/Cape_Verde
America/Sao_Paulo
Atlantic/South_Georgia
America/Argentina/Buenos_Aires
America/Santiago
America/St_Johns
America/Halifax
America/Puerto_Rico
Atlantic/Bermuda
America/Caracas
America/Bogota
America/Indiana/Indianapolis
America/Lima
America/New_York
America/Panama
America/Chicago
America/El_Salvador
America/Mexico_City
America/Denver
America/Mazatlan
America/Phoenix
America/Los_Angeles
America/Tijuana
Pacific/Pitcairn
America/Anchorage
Pacific/Gambier
Pacific/Marquesas
America/Adak
Pacific/Honolulu
Pacific/Niue
Pacific/Pago_Pago
","","","","","","","","True","",""
"Title","Title","string","80","","","","","","","","","","","True","True","",""
"Url for Thumbnail sized Photo","SmallPhotoUrl","url","1024","","","","","","","","","","","True","","",""
"Url for full-sized Photo","FullPhotoUrl","url","1024","","","","","","","","","","","True","","",""
"User ID","Id","id","18","","","","","","","","","","","","","",""
"User Photo badge text overlay","BadgeText","string","80","","","","","","","","","","","True","","",""
"User Photo has a badge overlay","IsBadged","boolean","","","","","","","","","","","","","","",""
"User Type","UserType","picklist","40","","","","Standard
PowerPartner
PowerCustomerSuccess
CustomerSuccess
Guest
CspLitePortal
CsnOnly
SelfService
","","","","","","","True","","",""
"Username","Username","string","80","","","","","","","","","","","","True","",""
"Work.com User","UserPermissionsWorkDotComUserFeature","boolean","","","","","","","","","","","","","True","",""
"Zip/Postal Code","PostalCode","string","20","","","","","","","","","","","True","True","",""
