Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Current Middle Names","Current_Middle_Names__c","string","255","","","","","","","","","","Current middle name or names of applicant","True","True","True",""
"Current Postal Address","Current_Postal_Address__c","textarea","255","","","","","","","","","","Current postal address of the applicant","True","True","True",""
"Current Postal Postcode","Current_Postal_Postcode__c","string","4","","","","","","","","","","Current postcode of the applicant","True","True","True",""
"Current Postal State","Current_Postal_State__c","picklist","255","","","","SA
VIC
NSW
QLD
TAS
WA
NT
ACT
","","","","","","Current postal address state of the applicant","True","True","True",""
"Current Postal Suburb","Current_Postal_Suburb__c","string","255","","","","","","","","","","Current postal address suburb of the applicant","True","True","True",""
"Date of Birth","Date_of_Birth__c","date","","","","","","","","","","","Date of birth of the applicant.","True","True","True",""
"Declaration 1","Declaration_1__c","boolean","","","","","","","","","","","Have you ever been dismissed or resigned from any employment or a volunteer role in response to or following allegations of improper conduct relating to children?","","True","True",""
"Declaration 2","Declaration_2__c","boolean","","","","","","","","","","","Have you ever submitted an application for employment or a volunteer role involving contact with children which was declined for disciplinary reasons or allegations of improper conduct?","","True","True",""
"Declaration 3","Declaration_3__c","boolean","","","","","","","","","","","Have you been (or are you currently) the subject of any professional disciplinary proceedings, or any action that might lead to such proceedings in any jurisdiction? (not including criminal court proceedings).","","True","True",""
"Declaration 4","Declaration_4__c","boolean","","","","","","","","","","","Have you ever been (or are you currently) subject to any restrictions regarding your contact with children (including removal of a child) in any employment, volunteer, or personal capacity?","","True","True",""
"Declaration 5","Declaration_5__c","boolean","","","","","","","","","","","Have you ever been found guilty of an offence committed in a country other than Australia, including an offence for which no conviction was recorded?","","True","True",""
"Declaration 6","Declaration_6__c","boolean","","","","","","","","","","","Have you been named as the defendant in an Interim or Confirmed Intervention Order, Restraining Order, Apprehended Violence Order, Domestic Violence Restraining Order, Paedophile Restraining Order or equivalent, in any jurisdiction?","","True","True",""
"Declaration 7","Declaration_7__c","boolean","","","","","","","","","","","Are you the subject of any criminal or traffic charges (not including parking or speeding infringements) that are still to be determined or finalised?","","True","True",""
"Declaration 8","Declaration_8__c","boolean","","","","","","","","","","","Are you currently or have you ever been a registrable sex offender? (eg. Australian National Child Sex Offender Register)","","True","True",""
"Declaration 9","Declaration_9__c","boolean","","","","","","","","","","","Have you ever been denied an employment screening clearance from another Australian jurisdiction?","","True","True",""
"Deleted","IsDeleted","boolean","","","","","","","","","","","","","","",""
"Email Address","Email_Address__c","email","80","","","","","","","","","","Email address of the applicant","True","True","True",""
"Gender","Gender__c","picklist","255","","","","Male
Female
Other
","","","","","","Gender of the applicant","True","True","True",""
"Last Activity Date","LastActivityDate","date","","","","","","","","","","","","True","","",""
"Last Modified By ID","LastModifiedById","reference","18","","","","","","","","LastModifiedBy","User","","","","",""
"Last Modified Date","LastModifiedDate","datetime","","","","","","","","","","","","","","",""
"Last Referenced Date","LastReferencedDate","datetime","","","","","","","","","","","","True","","",""
"Last Viewed Date","LastViewedDate","datetime","","","","","","","","","","","","True","","",""
"Owner ID","OwnerId","reference","18","","","","","","","","Owner","Group","","","True","",""
"Period of Residence From","Period_of_Residence_From__c","date","","","","","","","","","","","Date the applicant first moved into their current residence","True","True","True",""
"Period of Residence To","Period_of_Residence_To__c","date","","","","","","","","","","","","True","True","True",""
"Postcode","Postcode__c","string","4","","","","","","","","","","","True","True","True",""
"Record ID","Id","id","18","","","","","","","","","","","","","",""
"Record Type ID","RecordTypeId","reference","18","","","","","","","","RecordType","RecordType","","True","True","",""
"State","State__c","picklist","255","","","","SA
VIC
NSW
QLD
TAS
WA
NT
ACT
","","","","","","","True","True","True",""
"State/Territory of Birth","State_Territory_of_Birth__c","picklist","255","","","","SA
VIC
NSW
QLD
TAS
WA
NT
ACT
","","","","","","","True","True","True",""
"Street Name","Street_Name__c","string","255","","","","","","","","","","","True","True","True",""
"Street No","Street_No__c","string","20","","","","","","","","","","","True","True","True",""
"Suburb/Town","Suburb_Town__c","string","255","","","","","","","","","","","True","True","True",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
"Telephone (H)","Telephone_H__c","phone","40","","","","","","","","","","","True","True","True",""
"Telephone (M)","Telephone_M__c","phone","40","","","","","","","","","","","True","True","True",""
"Telephone (W)","Telephone_W__c","phone","40","","","","","","","","","","","True","True","True",""
"Title","Title__c","picklist","255","","","","Mr
Mrs
Ms
Miss
Dr
Other
","","","","","","","True","True","True",""
"Town/City of Birth","Town_City_of_Birth__c","string","255","","","","","","","","","","","True","True","True",""
"Unit No","Unit_No__c","string","20","","","","","","","","","","","True","True","True",""
