Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"State Code","StateCode","picklist","10","","","","AC
AG
AG
AL
AL
AK
AB
AL
AP
AM
AN
AN
AP
34
AO
AR
AZ
AR
AR
AP
AS
AT
ACT
AV
BA
BC
BS
BA
BT
11
BL
BN
BG
BI
BR
BO
BZ
BS
BR
BC
CA
CA
CL
CM
CB
CI
CW
CE
CT
CZ
CN
CE
CH
CT
CS
CH
CH
71
50
CE
CO
CL
CO
CO
CT
CO
CS
CR
KR
CN
DN
DD
DE
DL
DC
DF
DL
D
DG
EN
ES
DF
FM
FE
FI
FL
FG
FC
FR
35
G
62
GE
GA
GA
GO
GO
GR
GT
44
45
GR
52
GJ
46
HR
HI
13
23
41
HG
HP
91
42
43
ID
IL
IM
IN
IA
IS
JA
JK
JH
32
36
22
KS
KA
KY
KL
KY
KE
KK
AQ
LD
LS
SP
LT
LE
LC
LM
21
LK
LI
LO
LD
LA
LH
LU
92
MC
MP
MH
ME
MN
MB
MN
MA
MD
MS
MA
MT
MT
MS
MO
MH
VS
ML
ME
ME
MI
MI
MI
MG
MN
MS
MO
MZ
MO
MN
MT
MB
MO
NL
NA
NA
NE
15
NV
NB
NL
NH
NJ
NM
NSW
NY
64
NC
ND
NT
NT
NO
NS
NL
NU
NU
OA
OR
OY
OG
OH
OK
OT
ON
OR
OR
PD
PA
PA
PB
PR
PR
PV
PA
PE
PG
PU
PE
PC
PI
PI
PT
PN
PZ
PO
PE
PY
PB
PB
63
QC
QLD
QE
QR
RG
RJ
RA
RC
RE
RI
RI
RN
RJ
RN
RS
RM
RO
RR
RN
RO
SA
SL
SC
SP
SK
SS
SV
SE
61
37
31
14
51
SI
SK
SI
SO
SO
SO
SA
SC
SD
SR
TB
TM
TN
TA
TAS
TN
TE
TR
TX
12
TA
TL
TO
TP
TN
TV
TS
TR
TO
UD
UT
UT
UP
VA
VE
VE
VB
VC
VT
VR
VV
VI
VIC
VA
VT
WA
WD
WB
WA
WH
WV
WX
WW
WI
WY
65
54
YU
YT
53
ZA
33
","","","CountryCode","","","","True","","","True"
"State Code is Different","IsDifferentStateCode","boolean","","","","","","","","","","","","","","",""
"State is Different","IsDifferentState","boolean","","","","","","","","","","","","","","",""
"Street","Street","textarea","255","","","","","","","","","","","True","","",""
"Street is Different","IsDifferentStreet","boolean","","","","","","","","","","","","","","",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
"Title","Title","string","128","","","","","","","","","","","True","","",""
"Title is Different","IsDifferentTitle","boolean","","","","","","","","","","","","","","",""
"Title is Flagged Wrong","IsFlaggedWrongTitle","boolean","","","","","","","","","","","","","","",""
"Title is Reviewed","IsReviewedTitle","boolean","","","","","","","","","","","","","","",""
"User ID","LastStatusChangedById","reference","18","","","","","","","","LastStatusChangedBy","User","","True","","",""
"ZIP is Different","IsDifferentPostalCode","boolean","","","","","","","","","","","","","","",""
"Zip","PostalCode","string","20","","","","","","","","","","","True","","",""
