Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Billing State Code","BillingStateCode","picklist","10","","","","AC
AG
AG
AL
AL
AK
AB
AL
AP
AM
AN
AN
AP
34
AO
AR
AZ
AR
AR
AP
AS
AT
ACT
AV
BA
BC
BS
BA
BT
11
BL
BN
BG
BI
BR
BO
BZ
BS
BR
BC
CA
CA
CL
CM
CB
CI
CW
CE
CT
CZ
CN
CE
CH
CT
CS
CH
CH
71
50
CE
CO
CL
CO
CO
CT
CO
CS
CR
KR
CN
DN
DD
DE
DL
DC
DF
DL
D
DG
EN
ES
DF
FM
FE
FI
FL
FG
FC
FR
35
G
62
GE
GA
GA
GO
GO
GR
GT
44
45
GR
52
GJ
46
HR
HI
13
23
41
HG
HP
91
42
43
ID
IL
IM
IN
IA
IS
JA
JK
JH
32
36
22
KS
KA
KY
KL
KY
KE
KK
AQ
LD
LS
SP
LT
LE
LC
LM
21
LK
LI
LO
LD
LA
LH
LU
92
MC
MP
MH
ME
MN
MB
MN
MA
MD
MS
MA
MT
MT
MS
MO
MH
VS
ML
ME
ME
MI
MI
MI
MG
MN
MS
MO
MZ
MO
MN
MT
MB
MO
NL
NA
NA
NE
15
NV
NB
NL
NH
NJ
NM
NSW
NY
64
NC
ND
NT
NT
NO
NS
NL
NU
NU
OA
OR
OY
OG
OH
OK
OT
ON
OR
OR
PD
PA
PA
PB
PR
PR
PV
PA
PE
PG
PU
PE
PC
PI
PI
PT
PN
PZ
PO
PE
PY
PB
PB
63
QC
QLD
QE
QR
RG
RJ
RA
RC
RE
RI
RI
RN
RJ
RN
RS
RM
RO
RR
RN
RO
SA
SL
SC
SP
SK
SS
SV
SE
61
37
31
14
51
SI
SK
SI
SO
SO
SO
SA
SC
SD
SR
TB
TM
TN
TA
TAS
TN
TE
TR
TX
12
TA
TL
TO
TP
TN
TV
TS
TR
TO
UD
UT
UT
UP
VA
VE
VE
VB
VC
VT
VR
VV
VI
VIC
VA
VT
WA
WD
WB
WA
WH
WV
WX
WW
WI
WY
65
54
YU
YT
53
ZA
33
","","","BillingCountryCode","","","","True","True","","True"
"Billing State/Province","BillingState","string","80","","","","","","","","","","","True","True","",""
"Billing Street","BillingStreet","textarea","255","","","","","","","","","","","True","True","",""
"Billing Zip/Postal Code","BillingPostalCode","string","20","","","","","","","","","","","True","True","",""
"Company Authorized By ID","CompanyAuthorizedById","reference","18","","","","","","","","CompanyAuthorizedBy","User","","True","True","",""
"Company Authorized Date","CompanyAuthorizedDate","date","","","","","","","","","","","","True","True","",""
"Contract ID","ContractId","reference","18","","","","","","","","Contract","Contract","","True","True","",""
"Created By ID","CreatedById","reference","18","","","","","","","","CreatedBy","User","","","","",""
"Created Date","CreatedDate","datetime","","","","","","","","","","","","","","",""
"Customer Authorized By ID","CustomerAuthorizedById","reference","18","","","","","","","","CustomerAuthorizedBy","Contact","","True","True","",""
"Customer Authorized Date","CustomerAuthorizedDate","date","","","","","","","","","","","","True","True","",""
"Deleted","IsDeleted","boolean","","","","","","","","","","","","","","",""
"Internal Comments","Description","textarea","32000","","","","","","","","","","","True","True","",""
"Last Modified By ID","LastModifiedById","reference","18","","","","","","","","LastModifiedBy","User","","","","",""
"Last Modified Date","LastModifiedDate","datetime","","","","","","","","","","","","","","",""
"Last Referenced Date","LastReferencedDate","datetime","","","","","","","","","","","","True","","",""
"Last Viewed Date","LastViewedDate","datetime","","","","","","","","","","","","True","","",""
"Order Amount","TotalAmount","currency","","","","18","","","","","","","","","","",""
"Order End Date","EndDate","date","","","","","","","","","","","","True","True","",""
"Order ID","Id","id","18","","","","","","","","","","","","","",""
"Order ID","OriginalOrderId","reference","18","","","","","","","","OriginalOrder","Order","","True","True","",""
"Order Name","Name","string","80","","","","","","","","","","","True","True","",""
"Order Number","OrderNumber","string","30","","","","","","","","","","","","","",""
"Order Reference Number","OrderReferenceNumber","string","80","","","","","","","","","","","True","True","",""
"Order Start Date","EffectiveDate","date","","","","","","","","","","","","","True","",""
"Order Type","Type","picklist","40","","","","","","","","","","","True","True","",""
"Owner ID","OwnerId","reference","18","","","","","","","","Owner","Group","","","True","",""
"PO Date","PoDate","date","","","","","","","","","","","","True","True","",""
"PO Number","PoNumber","string","80","","","","","","","","","","","True","True","",""
"Price Book ID","Pricebook2Id","reference","18","","","","","","","","Pricebook2","Pricebook2","","True","True","",""
"Reduction Order","IsReductionOrder","boolean","","","","","","","","","","","","","True","",""
"Ship To Contact ID","ShipToContactId","reference","18","","","","","","","","ShipToContact","Contact","","True","True","",""
"Shipping Address","ShippingAddress","address","","","","","","","","","","","","True","","",""
"Shipping City","ShippingCity","string","40","","","","","","","","","","","True","True","",""
"Shipping Country","ShippingCountry","string","80","","","","","","","","","","","True","True","",""
"Shipping Country Code","ShippingCountryCode","picklist","10","","","","AF
AX
AL
DZ
AD
AO
AI
AQ
AG
AR
AM
AW
AU
AT
AZ
BS
BH
BD
BB
BY
BE
BZ
BJ
BM
BT
BO
BQ
BA
BW
BV
BR
IO
BN
BG
BF
BI
KH
CM
CA
CV
KY
CF
TD
CL
CN
CX
CC
CO
KM
CG
CD
CK
CR
CI
HR
CU
CW
CY
CZ
DK
DJ
DM
DO
EC
EG
SV
GQ
ER
EE
ET
FK
FO
FJ
FI
FR
GF
PF
TF
GA
GM
GE
DE
GH
GI
GR
GL
GD
GP
GT
GG
GN
GW
GY
HT
HM
VA
HN
HU
IS
IN
ID
IR
IQ
IE
IM
IL
IT
JM
JP
JE
JO
KZ
KE
KI
KP
KR
KW
KG
LA
LV
LB
LS
LR
LY
LI
LT
LU
MO
MK
MG
MW
MY
MV
ML
MT
MQ
MR
MU
YT
MX
MD
MC
MN
ME
MS
MA
MZ
MM
NA
NR
NP
NL
NC
NZ
NI
NE
NG
NU
NF
NO
OM
PK
PS
PA
PG
PY
PE
PH
PN
PL
PT
QA
RE
RO
RU
RW
BL
SH
KN
LC
MF
PM
VC
WS
SM
ST
SA
SN
RS
SC
SL
SG
SX
SK
SI
SB
SO
ZA
GS
SS
ES
LK
SD
SR
SJ
SZ
SE
CH
SY
TW
TJ
TZ
TH
TL
TG
TK
TO
TT
TN
TR
TM
TC
TV
UG
UA
AE
GB
US
UY
UZ
VU
VE
VN
VG
WF
EH
YE
ZM
ZW
","","","","","","","True","True","",""
"Shipping Latitude","ShippingLatitude","double","","","","18","","","","","","","","True","True","",""
"Shipping Longitude","ShippingLongitude","double","","","","18","","","","","","","","True","True","",""
"Shipping State Code","ShippingStateCode","picklist","10","","","","AC
AG
AG
AL
AL
AK
AB
AL
AP
AM
AN
AN
AP
34
AO
AR
AZ
AR
AR
AP
AS
AT
ACT
AV
BA
BC
BS
BA
BT
11
BL
BN
BG
BI
BR
BO
BZ
BS
BR
BC
CA
CA
CL
CM
CB
CI
CW
CE
CT
CZ
CN
CE
CH
CT
CS
CH
CH
71
50
CE
CO
CL
CO
CO
CT
CO
CS
CR
KR
CN
DN
DD
DE
DL
DC
DF
DL
D
DG
EN
ES
DF
FM
FE
FI
FL
FG
FC
FR
35
G
62
GE
GA
GA
GO
GO
GR
GT
44
45
GR
52
GJ
46
HR
HI
13
23
41
HG
HP
91
42
43
ID
IL
IM
IN
IA
IS
JA
JK
JH
32
36
22
KS
KA
KY
KL
KY
KE
KK
AQ
LD
LS
SP
LT
LE
LC
LM
21
LK
LI
LO
LD
LA
LH
LU
92
MC
MP
MH
ME
MN
MB
MN
MA
MD
MS
MA
MT
MT
MS
MO
MH
VS
ML
ME
ME
MI
MI
MI
MG
MN
MS
MO
MZ
MO
MN
MT
MB
MO
NL
NA
NA
NE
15
NV
NB
NL
NH
NJ
NM
NSW
NY
64
NC
ND
NT
NT
NO
NS
NL
NU
NU
OA
OR
OY
OG
OH
OK
OT
ON
OR
OR
PD
PA
PA
PB
PR
PR
PV
PA
PE
PG
PU
PE
PC
PI
PI
PT
PN
PZ
PO
PE
PY
PB
PB
63
QC
QLD
QE
QR
RG
RJ
RA
RC
RE
RI
RI
RN
RJ
RN
RS
RM
RO
RR
RN
RO
SA
SL
SC
SP
SK
SS
SV
SE
61
37
31
14
51
SI
SK
SI
SO
SO
SO
SA
SC
SD
SR
TB
TM
TN
TA
TAS
TN
TE
TR
TX
12
TA
TL
TO
TP
TN
TV
TS
TR
TO
UD
UT
UT
UP
VA
VE
VE
VB
VC
VT
VR
VV
VI
VIC
VA
VT
WA
WD
WB
WA
WH
WV
WX
WW
WI
WY
65
54
YU
YT
53
ZA
33
","","","ShippingCountryCode","","","","True","True","","True"
"Shipping State/Province","ShippingState","string","80","","","","","","","","","","","True","True","",""
"Shipping Street","ShippingStreet","textarea","255","","","","","","","","","","","True","True","",""
"Shipping Zip/Postal Code","ShippingPostalCode","string","20","","","","","","","","","","","True","True","",""
"Status","Status","picklist","40","","","","Draft
Activated
","","","","","","","","True","",""
"Status Category","StatusCode","picklist","40","","","","D
A
C
E
","","","","","","","","","",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
