Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Manage Articles","MaximumPermissionsEditKnowledge","boolean","","","","","","","","","","","","","","",""
"Manage Auth. Providers","MaximumPermissionsManageAuthProviders","boolean","","","","","","","","","","","","","","",""
"Manage Business Hours Holidays","MaximumPermissionsManageBusinessHourHolidays","boolean","","","","","","","","","","","","","","",""
"Manage Call Centers","MaximumPermissionsManageCallCenters","boolean","","","","","","","","","","","","","","",""
"Manage Cases","MaximumPermissionsManageCases","boolean","","","","","","","","","","","","","","",""
"Manage Categories","MaximumPermissionsManageCategories","boolean","","","","","","","","","","","","","","",""
"Manage Chatter Messages","MaximumPermissionsManageChatterMessages","boolean","","","","","","","","","","","","","","",""
"Manage Communities","MaximumPermissionsGovernNetworks","boolean","","","","","","","","","","","","","","",""
"Manage Connected Apps","MaximumPermissionsManageRemoteAccess","boolean","","","","","","","","","","","","","","",""
"Manage Content Permissions","MaximumPermissionsManageContentPermissions","boolean","","","","","","","","","","","","","","",""
"Manage Content Properties","MaximumPermissionsManageContentProperties","boolean","","","","","","","","","","","","","","",""
"Manage Content Types","MaximumPermissionsManageContentTypes","boolean","","","","","","","","","","","","","","",""
"Manage Custom Permissions","MaximumPermissionsManageCustomPermissions","boolean","","","","","","","","","","","","","","",""
"Manage Custom Report Types","MaximumPermissionsManageCustomReportTypes","boolean","","","","","","","","","","","","","","",""
"Manage Dashboards in Public Folders","MaximumPermissionsManageDashbdsInPubFolders","boolean","","","","","","","","","","","","","","",""
"Manage Data Categories","MaximumPermissionsManageDataCategories","boolean","","","","","","","","","","","","","","",""
"Manage Data Integrations","MaximumPermissionsManageDataIntegrations","boolean","","","","","","","","","","","","","","",""
"Manage Dynamic Dashboards","MaximumPermissionsManageDynamicDashboards","boolean","","","","","","","","","","","","","","",""
"Manage Email Client Configurations","MaximumPermissionsManageEmailClientConfig","boolean","","","","","","","","","","","","","","",""
"Manage Email Templates","MaximumPermissionsEmailTemplateManagement","boolean","","","","","","","","","","","","","","",""
"Manage Force.com Flow","MaximumPermissionsManageInteraction","boolean","","","","","","","","","","","","","","",""
"Manage IP Addresses","MaximumPermissionsManageIpAddresses","boolean","","","","","","","","","","","","","","",""
"Manage Internal Users","MaximumPermissionsManageInternalUsers","boolean","","","","","","","","","","","","","","",""
"Manage Knowledge Article Import/Export","MaximumPermissionsManageKnowledgeImportExport","boolean","","","","","","","","","","","","","","",""
"Manage Leads","MaximumPermissionsManageLeads","boolean","","","","","","","","","","","","","","",""
"Manage Letterheads","MaximumPermissionsEditBrandTemplates","boolean","","","","","","","","","","","","","","",""
"Manage Login Access Policies","MaximumPermissionsManageLoginAccessPolicies","boolean","","","","","","","","","","","","","","",""
"Manage Mobile Configurations","MaximumPermissionsManageMobile","boolean","","","","","","","","","","","","","","",""
"Manage Password Policies","MaximumPermissionsManagePasswordPolicies","boolean","","","","","","","","","","","","","","",""
"Manage Profiles and Permission Sets","MaximumPermissionsManageProfilesPermissionsets","boolean","","","","","","","","","","","","","","",""
"Manage Promoted Search Terms","MaximumPermissionsManageSearchPromotionRules","boolean","","","","","","","","","","","","","","",""
"Manage Public Documents","MaximumPermissionsEditPublicDocuments","boolean","","","","","","","","","","","","","","",""
"Manage Public Templates","MaximumPermissionsEditPublicTemplates","boolean","","","","","","","","","","","","","","",""
"Manage Published Solutions","MaximumPermissionsManageSolutions","boolean","","","","","","","","","","","","","","",""
"Manage Reporting Snapshots","MaximumPermissionsManageAnalyticSnapshots","boolean","","","","","","","","","","","","","","",""
"Manage Reports in Public Folders","MaximumPermissionsManageReportsInPubFolders","boolean","","","","","","","","","","","","","","",""
"Manage Roles","MaximumPermissionsManageRoles","boolean","","","","","","","","","","","","","","",""
"Manage Salesforce CRM Content","MaximumPermissionsContentAdministrator","boolean","","","","","","","","","","","","","","",""
"Manage Salesforce Knowledge","MaximumPermissionsManageKnowledge","boolean","","","","","","","","","","","","","","",""
"Manage Sharing","MaximumPermissionsManageSharing","boolean","","","","","","","","","","","","","","",""
"Manage Synonyms","MaximumPermissionsManageSynonyms","boolean","","","","","","","","","","","","","","",""
"Manage Two-Factor Authentication","MaximumPermissionsManageTwoFactor","boolean","","","","","","","","","","","","","","",""
"Manage Unlisted Groups","MaximumPermissionsManageUnlistedGroups","boolean","","","","","","","","","","","","","","",""
"Manage Users","MaximumPermissionsManageUsers","boolean","","","","","","","","","","","","","","",""
"Mass Edits from Lists","MaximumPermissionsMassInlineEdit","boolean","","","","","","","","","","","","","","",""
"Mass Email","MaximumPermissionsEmailMass","boolean","","","","","","","","","","","","","","",""
"Master Language","Language","picklist","40","","","","en_US
de
es
fr
it
ja
sv
ko
zh_TW
zh_CN
pt_BR
nl_NL
da
th
fi
ru
es_MX
no
","","","","","","","","","",""
"Moderate Chatter","MaximumPermissionsModerateChatter","boolean","","","","","","","","","","","","","","",""
"Modify All Data","MaximumPermissionsModifyAllData","boolean","","","","","","","","","","","","","","",""
"Modify Secure Agents","MaximumPermissionsModifySecureAgents","boolean","","","","","","","","","","","","","","",""
"Password Never Expires","MaximumPermissionsPasswordNeverExpires","boolean","","","","","","","","","","","","","","",""
"Permission Set License ID","Id","id","18","","","","","","","","","","","","","",""
"Permission Set License Key","PermissionSetLicenseKey","string","40","True","","","","","","","","","","","","",""
"Permission Set License Label","MasterLabel","string","80","","","","","","","","","","","","","",""
"Report Builder","MaximumPermissionsNewReportBuilder","boolean","","","","","","","","","","","","","","",""
"Require Force.com Flow User Feature License","MaximumPermissionsFlowUFLRequired","boolean","","","","","","","","","","","","","","",""
"Reset User Passwords and Unlock Users","MaximumPermissionsResetPasswords","boolean","","","","","","","","","","","","","","",""
"Run Flows","MaximumPermissionsRunFlow","boolean","","","","","","","","","","","","","","",""
"Run Reports","MaximumPermissionsRunReports","boolean","","","","","","","","","","","","","","",""
"Sales Console","MaximumPermissionsSalesConsole","boolean","","","","","","","","","","","","","","",""
"Schedule Reports","MaximumPermissionsScheduleReports","boolean","","","","","","","","","","","","","","",""
"Send Email","MaximumPermissionsEmailSingle","boolean","","","","","","","","","","","","","","",""
"Send Outbound Messages","MaximumPermissionsEnableNotifications","boolean","","","","","","","","","","","","","","",""
"Send Stay-in-Touch Requests","MaximumPermissionsSendSitRequests","boolean","","","","","","","","","","","","","","",""
"Show Custom Sidebar On All Pages","MaximumPermissionsCustomSidebarOnAllPages","boolean","","","","","","","","","","","","","","",""
"Status","Status","picklist","255","","","","Active
Disabled
","","","","","","","","","",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
"Total Licenses","TotalLicenses","int","","","","","","","","","","","","","","",""
"Transfer Cases","MaximumPermissionsTransferAnyCase","boolean","","","","","","","","","","","","","","",""
"Transfer Leads","MaximumPermissionsTransferAnyLead","boolean","","","","","","","","","","","","","","",""
"Transfer Record","MaximumPermissionsTransferAnyEntity","boolean","","","","","","","","","","","","","","",""
"Two-Factor Authentication for API Logins","MaximumPermissionsTwoFactorApi","boolean","","","","","","","","","","","","","","",""
"Two-Factor Authentication for User Interface Logins","MaximumPermissionsForceTwoFactor","boolean","","","","","","","","","","","","","","",""
"Upload AppExchange Packages","MaximumPermissionsPublishPackaging","boolean","","","","","","","","","","","","","","",""
"Use Identity Connect","MaximumPermissionsIdentityConnect","boolean","","","","","","","","","","","","","","",""
"Use Identity Features","MaximumPermissionsIdentityEnabled","boolean","","","","","","","","","","","","","","",""
"Use Team Reassignment Wizards","MaximumPermissionsUseTeamReassignWizards","boolean","","","","","","","","","","","","","","",""
"Used Licenses","UsedLicenses","int","","","","","","","","","","","","","","",""
"View All Data","MaximumPermissionsViewAllData","boolean","","","","","","","","","","","","","","",""
"View All Users","MaximumPermissionsViewAllUsers","boolean","","","","","","","","","","","","","","",""
"View Content in Portals","MaximumPermissionsViewContent","boolean","","","","","","","","","","","","","","",""
"View Dashboards in Public Folders","MaximumPermissionsViewPublicDashboards","boolean","","","","","","","","","","","","","","",""
"View Data Categories","MaximumPermissionsViewDataCategories","boolean","","","","","","","","","","","","","","",""
"View Encrypted Data","MaximumPermissionsViewEncryptedData","boolean","","","","","","","","","","","","","","",""
"View Event Log Files","MaximumPermissionsViewEventLogFiles","boolean","","","","","","","","","","","","","","",""
"View Help Link","MaximumPermissionsViewHelpLink","boolean","","","","","","","","","","","","","","",""
"View My Team's Dashboards","MaximumPermissionsViewMyTeamsDashboards","boolean","","","","","","","","","","","","","","",""
"View Reports in Public Folders","MaximumPermissionsViewPublicReports","boolean","","","","","","","","","","","","","","",""
"View Setup and Configuration","MaximumPermissionsViewSetup","boolean","","","","","","","","","","","","","","",""
