Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Manage Login Access Policies","PermissionsManageLoginAccessPolicies","boolean","","","","","","","","","","","","","True","",""
"Manage Mobile Configurations","PermissionsManageMobile","boolean","","","","","","","","","","","","","True","",""
"Manage Password Policies","PermissionsManagePasswordPolicies","boolean","","","","","","","","","","","","","True","",""
"Manage Profiles and Permission Sets","PermissionsManageProfilesPermissionsets","boolean","","","","","","","","","","","","","True","",""
"Manage Promoted Search Terms","PermissionsManageSearchPromotionRules","boolean","","","","","","","","","","","","","True","",""
"Manage Public Documents","PermissionsEditPublicDocuments","boolean","","","","","","","","","","","","","True","",""
"Manage Public Templates","PermissionsEditPublicTemplates","boolean","","","","","","","","","","","","","True","",""
"Manage Published Solutions","PermissionsManageSolutions","boolean","","","","","","","","","","","","","True","",""
"Manage Reporting Snapshots","PermissionsManageAnalyticSnapshots","boolean","","","","","","","","","","","","","True","",""
"Manage Reports in Public Folders","PermissionsManageReportsInPubFolders","boolean","","","","","","","","","","","","","True","",""
"Manage Roles","PermissionsManageRoles","boolean","","","","","","","","","","","","","True","",""
"Manage Salesforce CRM Content","PermissionsContentAdministrator","boolean","","","","","","","","","","","","","True","",""
"Manage Salesforce Knowledge","PermissionsManageKnowledge","boolean","","","","","","","","","","","","","True","",""
"Manage Sharing","PermissionsManageSharing","boolean","","","","","","","","","","","","","True","",""
"Manage Synonyms","PermissionsManageSynonyms","boolean","","","","","","","","","","","","","True","",""
"Manage Two-Factor Authentication","PermissionsManageTwoFactor","boolean","","","","","","","","","","","","","True","",""
"Manage Unlisted Groups","PermissionsManageUnlistedGroups","boolean","","","","","","","","","","","","","True","",""
"Manage Users","PermissionsManageUsers","boolean","","","","","","","","","","","","","True","",""
"Mass Edits from Lists","PermissionsMassInlineEdit","boolean","","","","","","","","","","","","","True","",""
"Mass Email","PermissionsEmailMass","boolean","","","","","","","","","","","","","True","",""
"Moderate Chatter","PermissionsModerateChatter","boolean","","","","","","","","","","","","","True","",""
"Modify All Data","PermissionsModifyAllData","boolean","","","","","","","","","","","","","True","",""
"Modify Secure Agents","PermissionsModifySecureAgents","boolean","","","","","","","","","","","","","True","",""
"Namespace Prefix","NamespacePrefix","string","15","","","","","","","","","","","True","","",""
"Password Never Expires","PermissionsPasswordNeverExpires","boolean","","","","","","","","","","","","","True","",""
"Permission Set Label","Label","string","80","","","","","","","","","","","","True","",""
"Permission Set Name","Name","string","80","","","","","","","","","","","","True","",""
"PermissionSet ID","Id","id","18","","","","","","","","","","","","","",""
"Profile ID","ProfileId","reference","18","","","","","","","","Profile","Profile","","True","","",""
"Report Builder","PermissionsNewReportBuilder","boolean","","","","","","","","","","","","","True","",""
"Require Force.com Flow User Feature License","PermissionsFlowUFLRequired","boolean","","","","","","","","","","","","","True","",""
"Reset User Passwords and Unlock Users","PermissionsResetPasswords","boolean","","","","","","","","","","","","","True","",""
"Run Flows","PermissionsRunFlow","boolean","","","","","","","","","","","","","True","",""
"Run Reports","PermissionsRunReports","boolean","","","","","","","","","","","","","True","",""
"Sales Console","PermissionsSalesConsole","boolean","","","","","","","","","","","","","True","",""
"Schedule Reports","PermissionsScheduleReports","boolean","","","","","","","","","","","","","True","",""
"Send Email","PermissionsEmailSingle","boolean","","","","","","","","","","","","","True","",""
"Send Outbound Messages","PermissionsEnableNotifications","boolean","","","","","","","","","","","","","True","",""
"Send Stay-in-Touch Requests","PermissionsSendSitRequests","boolean","","","","","","","","","","","","","True","",""
"Show Custom Sidebar On All Pages","PermissionsCustomSidebarOnAllPages","boolean","","","","","","","","","","","","","True","",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
"Transfer Cases","PermissionsTransferAnyCase","boolean","","","","","","","","","","","","","True","",""
"Transfer Leads","PermissionsTransferAnyLead","boolean","","","","","","","","","","","","","True","",""
"Transfer Record","PermissionsTransferAnyEntity","boolean","","","","","","","","","","","","","True","",""
"Two-Factor Authentication for API Logins","PermissionsTwoFactorApi","boolean","","","","","","","","","","","","","True","",""
"Two-Factor Authentication for User Interface Logins","PermissionsForceTwoFactor","boolean","","","","","","","","","","","","","True","",""
"Upload AppExchange Packages","PermissionsPublishPackaging","boolean","","","","","","","","","","","","","True","",""
"Use Identity Connect","PermissionsIdentityConnect","boolean","","","","","","","","","","","","","True","",""
"Use Identity Features","PermissionsIdentityEnabled","boolean","","","","","","","","","","","","","True","",""
"Use Team Reassignment Wizards","PermissionsUseTeamReassignWizards","boolean","","","","","","","","","","","","","True","",""
"User License ID","UserLicenseId","reference","18","","","","","","","","UserLicense","UserLicense","","True","True","",""
"View All Data","PermissionsViewAllData","boolean","","","","","","","","","","","","","True","",""
"View All Users","PermissionsViewAllUsers","boolean","","","","","","","","","","","","","True","",""
"View Content in Portals","PermissionsViewContent","boolean","","","","","","","","","","","","","True","",""
"View Dashboards in Public Folders","PermissionsViewPublicDashboards","boolean","","","","","","","","","","","","","True","",""
"View Data Categories","PermissionsViewDataCategories","boolean","","","","","","","","","","","","","True","",""
"View Encrypted Data","PermissionsViewEncryptedData","boolean","","","","","","","","","","","","","True","",""
"View Event Log Files","PermissionsViewEventLogFiles","boolean","","","","","","","","","","","","","True","",""
"View Help Link","PermissionsViewHelpLink","boolean","","","","","","","","","","","","","True","",""
"View My Team's Dashboards","PermissionsViewMyTeamsDashboards","boolean","","","","","","","","","","","","","True","",""
"View Reports in Public Folders","PermissionsViewPublicReports","boolean","","","","","","","","","","","","","True","",""
"View Setup and Configuration","PermissionsViewSetup","boolean","","","","","","","","","","","","","True","",""
