Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Manage Reports in Public Folders","PermissionsManageReportsInPubFolders","boolean","","","","","","","","","","","","","","",""
"Manage Roles","PermissionsManageRoles","boolean","","","","","","","","","","","","","","",""
"Manage Salesforce CRM Content","PermissionsContentAdministrator","boolean","","","","","","","","","","","","","","",""
"Manage Salesforce Knowledge","PermissionsManageKnowledge","boolean","","","","","","","","","","","","","","",""
"Manage Sharing","PermissionsManageSharing","boolean","","","","","","","","","","","","","","",""
"Manage Synonyms","PermissionsManageSynonyms","boolean","","","","","","","","","","","","","","",""
"Manage Two-Factor Authentication","PermissionsManageTwoFactor","boolean","","","","","","","","","","","","","","",""
"Manage Unlisted Groups","PermissionsManageUnlistedGroups","boolean","","","","","","","","","","","","","","",""
"Manage Users","PermissionsManageUsers","boolean","","","","","","","","","","","","","","",""
"Mass Edits from Lists","PermissionsMassInlineEdit","boolean","","","","","","","","","","","","","","",""
"Mass Email","PermissionsEmailMass","boolean","","","","","","","","","","","","","","",""
"Moderate Chatter","PermissionsModerateChatter","boolean","","","","","","","","","","","","","","",""
"Modify All Data","PermissionsModifyAllData","boolean","","","","","","","","","","","","","","",""
"Modify Secure Agents","PermissionsModifySecureAgents","boolean","","","","","","","","","","","","","","",""
"Name","Name","string","255","","","","","","","","","","","","","",""
"Password Never Expires","PermissionsPasswordNeverExpires","boolean","","","","","","","","","","","","","","",""
"Profile ID","Id","id","18","","","","","","","","","","","","","",""
"Report Builder","PermissionsNewReportBuilder","boolean","","","","","","","","","","","","","","",""
"Require Force.com Flow User Feature License","PermissionsFlowUFLRequired","boolean","","","","","","","","","","","","","","",""
"Reset User Passwords and Unlock Users","PermissionsResetPasswords","boolean","","","","","","","","","","","","","","",""
"Run Flows","PermissionsRunFlow","boolean","","","","","","","","","","","","","","",""
"Run Reports","PermissionsRunReports","boolean","","","","","","","","","","","","","","",""
"Sales Console","PermissionsSalesConsole","boolean","","","","","","","","","","","","","","",""
"Schedule Reports","PermissionsScheduleReports","boolean","","","","","","","","","","","","","","",""
"Send Email","PermissionsEmailSingle","boolean","","","","","","","","","","","","","","",""
"Send Outbound Messages","PermissionsEnableNotifications","boolean","","","","","","","","","","","","","","",""
"Send Stay-in-Touch Requests","PermissionsSendSitRequests","boolean","","","","","","","","","","","","","","",""
"Show Custom Sidebar On All Pages","PermissionsCustomSidebarOnAllPages","boolean","","","","","","","","","","","","","","",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
"Transfer Cases","PermissionsTransferAnyCase","boolean","","","","","","","","","","","","","","",""
"Transfer Leads","PermissionsTransferAnyLead","boolean","","","","","","","","","","","","","","",""
"Transfer Record","PermissionsTransferAnyEntity","boolean","","","","","","","","","","","","","","",""
"Two-Factor Authentication for API Logins","PermissionsTwoFactorApi","boolean","","","","","","","","","","","","","","",""
"Two-Factor Authentication for User Interface Logins","PermissionsForceTwoFactor","boolean","","","","","","","","","","","","","","",""
"Upload AppExchange Packages","PermissionsPublishMultiforce","boolean","","","","","","","","","","","","","","",""
"Use Identity Connect","PermissionsIdentityConnect","boolean","","","","","","","","","","","","","","",""
"Use Identity Features","PermissionsIdentityEnabled","boolean","","","","","","","","","","","","","","",""
"Use Team Reassignment Wizards","PermissionsUseTeamReassignWizards","boolean","","","","","","","","","","","","","","",""
"User License ID","UserLicenseId","reference","18","","","","","","","","UserLicense","UserLicense","","","","",""
"User Type","UserType","picklist","40","","","","Standard
PowerPartner
PowerCustomerSuccess
CustomerSuccess
Guest
CspLitePortal
CsnOnly
SelfService
","","","","","","","True","","",""
"View All Data","PermissionsViewAllData","boolean","","","","","","","","","","","","","","",""
"View All Users","PermissionsViewAllUsers","boolean","","","","","","","","","","","","","","",""
"View Content in Portals","PermissionsViewContent","boolean","","","","","","","","","","","","","","",""
"View Dashboards in Public Folders","PermissionsViewPublicDashboards","boolean","","","","","","","","","","","","","","",""
"View Data Categories","PermissionsViewDataCategories","boolean","","","","","","","","","","","","","","",""
"View Encrypted Data","PermissionsViewEncryptedData","boolean","","","","","","","","","","","","","","",""
"View Event Log Files","PermissionsViewEventLogFiles","boolean","","","","","","","","","","","","","","",""
"View Help Link","PermissionsViewHelpLink","boolean","","","","","","","","","","","","","","",""
"View My Team's Dashboards","PermissionsViewMyTeamsDashboards","boolean","","","","","","","","","","","","","","",""
"View Reports in Public Folders","PermissionsViewPublicReports","boolean","","","","","","","","","","","","","","",""
"View Setup and Configuration","PermissionsViewSetup","boolean","","","","","","","","","","","","","","",""
