Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"Last Modified By ID","LastModifiedById","reference","18","","","","","","","","LastModifiedBy","User","","","","",""
"Last Modified Date","LastModifiedDate","datetime","","","","","","","","","","","","","","",""
"Last Name","LastName","string","80","","","","","","","","","","","","True","",""
"Last Referenced Date","LastReferencedDate","datetime","","","","","","","","","","","","True","","",""
"Last Stay-in-Touch Request Date","LastCURequestDate","datetime","","","","","","","","","","","","True","","",""
"Last Stay-in-Touch Save Date","LastCUUpdateDate","datetime","","","","","","","","","","","","True","","",""
"Last Viewed Date","LastViewedDate","datetime","","","","","","","","","","","","True","","",""
"Lead Source","LeadSource","picklist","40","","","","Web
Phone Inquiry
Partner Referral
Purchased List
Other
","","","","","","","True","True","",""
"Level","Level__c","picklist","255","","","","Secondary
Tertiary
Primary
","","","","","","","True","True","True",""
"Mailing Address","MailingAddress","address","","","","","","","","","","","","True","","",""
"Mailing City","MailingCity","string","40","","","","","","","","","","","True","True","",""
"Mailing Country","MailingCountry","string","80","","","","","","","","","","","True","True","",""
"Mailing Country Code","MailingCountryCode","picklist","10","","","","AF
AX
AL
DZ
AD
AO
AI
AQ
AG
AR
AM
AW
AU
AT
AZ
BS
BH
BD
BB
BY
BE
BZ
BJ
BM
BT
BO
BQ
BA
BW
BV
BR
IO
BN
BG
BF
BI
KH
CM
CA
CV
KY
CF
TD
CL
CN
CX
CC
CO
KM
CG
CD
CK
CR
CI
HR
CU
CW
CY
CZ
DK
DJ
DM
DO
EC
EG
SV
GQ
ER
EE
ET
FK
FO
FJ
FI
FR
GF
PF
TF
GA
GM
GE
DE
GH
GI
GR
GL
GD
GP
GT
GG
GN
GW
GY
HT
HM
VA
HN
HU
IS
IN
ID
IR
IQ
IE
IM
IL
IT
JM
JP
JE
JO
KZ
KE
KI
KP
KR
KW
KG
LA
LV
LB
LS
LR
LY
LI
LT
LU
MO
MK
MG
MW
MY
MV
ML
MT
MQ
MR
MU
YT
MX
MD
MC
MN
ME
MS
MA
MZ
MM
NA
NR
NP
NL
NC
NZ
NI
NE
NG
NU
NF
NO
OM
PK
PS
PA
PG
PY
PE
PH
PN
PL
PT
QA
RE
RO
RU
RW
BL
SH
KN
LC
MF
PM
VC
WS
SM
ST
SA
SN
RS
SC
SL
SG
SX
SK
SI
SB
SO
ZA
GS
SS
ES
LK
SD
SR
SJ
SZ
SE
CH
SY
TW
TJ
TZ
TH
TL
TG
TK
TO
TT
TN
TR
TM
TC
TV
UG
UA
AE
GB
US
UY
UZ
VU
VE
VN
VG
WF
EH
YE
ZM
ZW
","","","","","","","True","True","",""
"Mailing Latitude","MailingLatitude","double","","","","18","","","","","","","","True","True","",""
"Mailing Longitude","MailingLongitude","double","","","","18","","","","","","","","True","True","",""
"Mailing State/Province","MailingState","string","80","","","","","","","","","","","True","True","",""
"Mailing State/Province Code","MailingStateCode","picklist","10","","","","AC
AG
AG
AL
AL
AK
AB
AL
AP
AM
AN
AN
AP
34
AO
AR
AZ
AR
AR
AP
AS
AT
ACT
AV
BA
BC
BS
BA
BT
11
BL
BN
BG
BI
BR
BO
BZ
BS
BR
BC
CA
CA
CL
CM
CB
CI
CW
CE
CT
CZ
CN
CE
CH
CT
CS
CH
CH
71
50
CE
CO
CL
CO
CO
CT
CO
CS
CR
KR
CN
DN
DD
DE
DL
DC
DF
DL
D
DG
EN
ES
DF
FM
FE
FI
FL
FG
FC
FR
35
G
62
GE
GA
GA
GO
GO
GR
GT
44
45
GR
52
GJ
46
HR
HI
13
23
41
HG
HP
91
42
43
ID
IL
IM
IN
IA
IS
JA
JK
JH
32
36
22
KS
KA
KY
KL
KY
KE
KK
AQ
LD
LS
SP
LT
LE
LC
LM
21
LK
LI
LO
LD
LA
LH
LU
92
MC
MP
MH
ME
MN
MB
MN
MA
MD
MS
MA
MT
MT
MS
MO
MH
VS
ML
ME
ME
MI
MI
MI
MG
MN
MS
MO
MZ
MO
MN
MT
MB
MO
NL
NA
NA
NE
15
NV
NB
NL
NH
NJ
NM
NSW
NY
64
NC
ND
NT
NT
NO
NS
NL
NU
NU
OA
OR
OY
OG
OH
OK
OT
ON
OR
OR
PD
PA
PA
PB
PR
PR
PV
PA
PE
PG
PU
PE
PC
PI
PI
PT
PN
PZ
PO
PE
PY
PB
PB
63
QC
QLD
QE
QR
RG
RJ
RA
RC
RE
RI
RI
RN
RJ
RN
RS
RM
RO
RR
RN
RO
SA
SL
SC
SP
SK
SS
SV
SE
61
37
31
14
51
SI
SK
SI
SO
SO
SO
SA
SC
SD
SR
TB
TM
TN
TA
TAS
TN
TE
TR
TX
12
TA
TL
TO
TP
TN
TV
TS
TR
TO
UD
UT
UT
UP
VA
VE
VE
VB
VC
VT
VR
VV
VI
VIC
VA
VT
WA
WD
WB
WA
WH
WV
WX
WW
WI
WY
65
54
YU
YT
53
ZA
33
","","","MailingCountryCode","","","","True","True","","True"
"Mailing Street","MailingStreet","textarea","255","","","","","","","","","","","True","True","",""
"Mailing Zip/Postal Code","MailingPostalCode","string","20","","","","","","","","","","","True","True","",""
"Master Record ID","MasterRecordId","reference","18","","","","","","","","MasterRecord","Contact","","True","","",""
"Mobile Phone","MobilePhone","phone","40","","","","","","","","","","","True","True","",""
"Other Address","OtherAddress","address","","","","","","","","","","","","True","","",""
"Other City","OtherCity","string","40","","","","","","","","","","","True","True","",""
"Other Country","OtherCountry","string","80","","","","","","","","","","","True","True","",""
"Other Country Code","OtherCountryCode","picklist","10","","","","AF
AX
AL
DZ
AD
AO
AI
AQ
AG
AR
AM
AW
AU
AT
AZ
BS
BH
BD
BB
BY
BE
BZ
BJ
BM
BT
BO
BQ
BA
BW
BV
BR
IO
BN
BG
BF
BI
KH
CM
CA
CV
KY
CF
TD
CL
CN
CX
CC
CO
KM
CG
CD
CK
CR
CI
HR
CU
CW
CY
CZ
DK
DJ
DM
DO
EC
EG
SV
GQ
ER
EE
ET
FK
FO
FJ
FI
FR
GF
PF
TF
GA
GM
GE
DE
GH
GI
GR
GL
GD
GP
GT
GG
GN
GW
GY
HT
HM
VA
HN
HU
IS
IN
ID
IR
IQ
IE
IM
IL
IT
JM
JP
JE
JO
KZ
KE
KI
KP
KR
KW
KG
LA
LV
LB
LS
LR
LY
LI
LT
LU
MO
MK
MG
MW
MY
MV
ML
MT
MQ
MR
MU
YT
MX
MD
MC
MN
ME
MS
MA
MZ
MM
NA
NR
NP
NL
NC
NZ
NI
NE
NG
NU
NF
NO
OM
PK
PS
PA
PG
PY
PE
PH
PN
PL
PT
QA
RE
RO
RU
RW
BL
SH
KN
LC
MF
PM
VC
WS
SM
ST
SA
SN
RS
SC
SL
SG
SX
SK
SI
SB
SO
ZA
GS
SS
ES
LK
SD
SR
SJ
SZ
SE
CH
SY
TW
TJ
TZ
TH
TL
TG
TK
TO
TT
TN
TR
TM
TC
TV
UG
UA
AE
GB
US
UY
UZ
VU
VE
VN
VG
WF
EH
YE
ZM
ZW
","","","","","","","True","True","",""
"Other Latitude","OtherLatitude","double","","","","18","","","","","","","","True","True","",""
"Other Longitude","OtherLongitude","double","","","","18","","","","","","","","True","True","",""
"Other Phone","OtherPhone","phone","40","","","","","","","","","","","True","True","",""
"Other State/Province","OtherState","string","80","","","","","","","","","","","True","True","",""
"Other State/Province Code","OtherStateCode","picklist","10","","","","AC
AG
AG
AL
AL
AK
AB
AL
AP
AM
AN
AN
AP
34
AO
AR
AZ
AR
AR
AP
AS
AT
ACT
AV
BA
BC
BS
BA
BT
11
BL
BN
BG
BI
BR
BO
BZ
BS
BR
BC
CA
CA
CL
CM
CB
CI
CW
CE
CT
CZ
CN
CE
CH
CT
CS
CH
CH
71
50
CE
CO
CL
CO
CO
CT
CO
CS
CR
KR
CN
DN
DD
DE
DL
DC
DF
DL
D
DG
EN
ES
DF
FM
FE
FI
FL
FG
FC
FR
35
G
62
GE
GA
GA
GO
GO
GR
GT
44
45
GR
52
GJ
46
HR
HI
13
23
41
HG
HP
91
42
43
ID
IL
IM
IN
IA
IS
JA
JK
JH
32
36
22
KS
KA
KY
KL
KY
KE
KK
AQ
LD
LS
SP
LT
LE
LC
LM
21
LK
LI
LO
LD
LA
LH
LU
92
MC
MP
MH
ME
MN
MB
MN
MA
MD
MS
MA
MT
MT
MS
MO
MH
VS
ML
ME
ME
MI
MI
MI
MG
MN
MS
MO
MZ
MO
MN
MT
MB
MO
NL
NA
NA
NE
15
NV
NB
NL
NH
NJ
NM
NSW
NY
64
NC
ND
NT
NT
NO
NS
NL
NU
NU
OA
OR
OY
OG
OH
OK
OT
ON
OR
OR
PD
PA
PA
PB
PR
PR
PV
PA
PE
PG
PU
PE
PC
PI
PI
PT
PN
PZ
PO
PE
PY
PB
PB
63
QC
QLD
QE
QR
RG
RJ
RA
RC
RE
RI
RI
RN
RJ
RN
RS
RM
RO
RR
RN
RO
SA
SL
SC
SP
SK
SS
SV
SE
61
37
31
14
51
SI
SK
SI
SO
SO
SO
SA
SC
SD
SR
TB
TM
TN
TA
TAS
TN
TE
TR
TX
12
TA
TL
TO
TP
TN
TV
TS
TR
TO
UD
UT
UT
UP
VA
VE
VE
VB
VC
VT
VR
VV
VI
VIC
VA
VT
WA
WD
WB
WA
WH
WV
WX
WW
WI
WY
65
54
YU
YT
53
ZA
33
","","","OtherCountryCode","","","","True","True","","True"
"Other Street","OtherStreet","textarea","255","","","","","","","","","","","True","True","",""
"Other Zip/Postal Code","OtherPostalCode","string","20","","","","","","","","","","","True","True","",""
"Owner ID","OwnerId","reference","18","","","","","","","","Owner","User","","","True","",""
"Photo URL","PhotoUrl","url","255","","","","","","","","","","","True","","",""
"Reports To ID","ReportsToId","reference","18","","","","","","","","ReportsTo","Contact","","True","True","",""
"Salutation","Salutation","picklist","40","","","","Mr.
Ms.
Mrs.
Dr.
Prof.
","","","","","","","True","True","",""
"System Modstamp","SystemModstamp","datetime","","","","","","","","","","","","","","",""
"Title","Title","string","128","","","","","","","","","","","True","True","",""
